class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
3,1401,0,0,0,0.47,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0
43,1402,0,0,0,0.07,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.01,0,0,0,0,0
3,1403,0,0.03,0,0.71,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0
20,1404,0,0,0,0.1,0,0.04,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.52,0.26,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1405,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1406,0,0.12,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0
44,1407,0,0.01,0,0.13,0.01,0.01,0,0.01,0,0,0,0,0.07,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.45,0.01,0,0.01,0,0.01
47,1408,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0.81,0,0
4,1409,0,0,0,0.29,0.44,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0.01,0.02,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0.03,0,0,0,0.02,0,0,0,0,0.02,0.05,0,0,0,0,0
12,1410,0,0,0,0.13,0.09,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.01,0.06,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0
15,1411,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.75,0.13,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1412,0,0,0.03,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0.04,0,0,0,0,0,0,0.1,0.26,0,0.21,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.04,0,0,0,0,0
22,1413,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.24,0,0,0,0.04,0,0,0,0,0
4,1414,0,0,0,0.08,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0
4,1415,0,0,0,0.01,0.44,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.06,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0
44,1416,0,0,0,0.06,0.01,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.01,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0
26,1417,0,0,0,0,0,0.03,0,0,0,0,0,0,0.08,0,0,0,0,0.03,0.05,0.02,0.22,0,0,0,0,0,0.35,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0.05,0,0.07,0,0.01,0,0
43,1418,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
4,1419,0,0,0,0,0.54,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0
3,1420,0,0,0,0.84,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1421,0,0.01,0,0.54,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0,0,0,0,0.14,0.07,0,0,0,0,0
41,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
43,1423,0,0,0,0.16,0.2,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.08,0,0,0,0,0
21,1424,0,0,0,0.13,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1425,0,0.01,0,0.4,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.03,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.22,0.04,0,0,0,0,0
31,1426,0,0,0,0,0,0.05,0,0,0,0,0,0,0.02,0,0,0,0,0.1,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.02,0,0,0,0
46,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
0,1428,0.35,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1429,0,0,0,0,0.34,0.05,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.24,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.06,0,0.04,0,0
44,1430,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0,0.03,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0
4,1431,0,0,0,0.3,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1432,0,0.03,0,0.02,0.17,0,0,0,0,0,0,0,0.21,0,0,0.02,0,0,0,0,0.36,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.02,0,0,0,0.03,0,0,0,0
4,1433,0,0,0,0.09,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.16,0,0,0,0,0.01
19,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1435,0,0.02,0,0.5,0.33,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0
46,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.06,0
22,1437,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
4,1438,0,0,0,0.3,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1439,0,0,0,0.24,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
9,1440,0,0,0,0,0.11,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1441,0,0.03,0,0.42,0.02,0,0,0.12,0,0,0,0,0.12,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.13,0.06,0,0,0,0,0
46,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
9,1443,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1444,0,0,0,0.29,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0
20,1445,0.06,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0.34,0,0.03,0,0,0,0,0,0.06,0,0,0,0.02,0.02,0.13,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0
21,1446,0,0,0,0.23,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.06,0.1,0.07,0,0,0,0,0
4,1447,0,0,0,0.03,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
10,1448,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
46,1449,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0
4,1450,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
22,1451,0,0,0,0,0.05,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.15,0.56,0,0,0.02,0,0,0.01,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0
26,1452,0,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0,0.02,0.03,0,0,0.01,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0
3,1453,0,0,0,0.49,0.16,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.07,0,0,0,0,0
22,1454,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.48,0,0,0,0,0.07,0,0,0,0.07,0,0,0.07,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0
46,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
4,1456,0,0.02,0,0.07,0.26,0,0,0,0,0,0,0,0.11,0,0,0,0,0.01,0,0,0,0.08,0.17,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0.03,0,0,0.2,0,0,0,0,0,0
21,1457,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.03,0,0,0,0,0.08,0.29,0,0,0,0.1,0.25,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0.06,0,0,0,0
12,1458,0,0,0,0,0,0,0,0.06,0,0,0,0,0.56,0,0,0.05,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.05,0,0.02
40,1459,0,0,0,0,0.31,0,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.46,0,0,0.02,0,0,0,0,0,0
21,1460,0,0,0,0,0.03,0,0,0,0,0.12,0,0,0,0,0,0.03,0,0.02,0,0.17,0,0.2,0,0,0,0,0.02,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.12,0.05,0.01,0,0,0,0
7,1461,0,0,0,0.29,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.06,0.04,0,0,0,0,0
4,1462,0,0,0,0.03,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0
22,1463,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.03,0,0.09,0,0.13,0,0,0,0.14,0.26,0,0,0,0,0.08,0.02,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0.11,0,0,0,0,0,0
4,1464,0,0,0,0,0.76,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0.03,0.04,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0
34,1465,0,0.02,0,0.07,0.37,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1466,0,0.07,0,0.15,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.18,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.03,0.07,0.15,0,0,0,0,0
26,1467,0,0,0,0,0,0.01,0,0,0,0,0,0,0.08,0,0,0,0,0,0.03,0,0.35,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0
4,1468,0,0,0,0.26,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1469,0.02,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.37,0.01,0,0,0,0.48,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
4,1470,0,0.04,0,0.18,0.5,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
45,1471,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0
3,1472,0,0,0,0.58,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0,0
4,1473,0,0,0,0.17,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
3,1474,0,0.06,0,0.61,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
12,1475,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0.62,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0
34,1476,0,0,0,0,0.15,0,0,0.07,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
43,1477,0.04,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.01,0,0,0,0,0,0,0.06,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.04,0,0.28,0,0.22,0,0,0,0
46,1478,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0
22,1479,0.04,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.44,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
46,1480,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0
12,1481,0,0,0,0.12,0.2,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.08,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.01,0,0,0,0
13,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1483,0,0,0,0.09,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.53,0,0,0,0,0
4,1484,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1485,0,0.03,0,0.01,0.08,0,0,0.07,0,0,0,0,0.03,0,0,0.04,0,0,0,0,0,0.03,0.14,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0.03,0,0,0,0,0,0
22,1486,0,0,0,0.14,0.2,0,0,0,0,0,0,0,0.04,0,0,0.03,0,0,0,0,0,0.03,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0
27,1487,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0.01,0,0,0.02,0.14,0,0,0,0,0.51,0.01,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0
34,1488,0.02,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.09,0,0,0.08,0.03,0,0,0.02,0,0,0,0,0,0.04,0,0,0.28,0.01,0,0.31,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0
12,1489,0,0,0,0,0,0.01,0,0,0,0,0,0,0.23,0,0.01,0,0,0.03,0,0,0.08,0.2,0,0,0,0.03,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.08,0,0.21,0,0,0,0,0
20,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0.56,0,0,0,0,0,0,0,0.02,0,0,0,0,0.21,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
3,1491,0,0,0,0.35,0.26,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.02,0.09,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
22,1492,0,0,0,0.24,0.09,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.01,0.12,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1493,0,0,0,0.18,0.59,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0
3,1494,0,0,0,0.57,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
3,1495,0,0,0,0.46,0.01,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
3,1496,0,0.01,0,0.46,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0,0,0,0,0,0,0.1,0,0.18,0,0,0,0,0,0,0.09,0.01,0,0.05,0,0,0
3,1497,0,0,0,0.43,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
26,1498,0,0,0,0,0.22,0,0,0,0,0.03,0,0,0.13,0,0,0,0,0,0,0.1,0.17,0,0,0,0,0,0.24,0,0.06,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1499,0,0,0,0.34,0.28,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0
21,1500,0,0,0,0,0.26,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.37,0.12,0,0,0,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
4,1501,0,0,0,0.1,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0
12,1502,0,0,0,0,0.02,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.07,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
41,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
4,1505,0,0,0,0.22,0.5,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1506,0,0,0,0.06,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0.04,0.02,0.01,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0
43,1507,0,0,0,0.18,0.12,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.05,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0
4,1508,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.22,0,0.03,0,0,0,0.03,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
46,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0
46,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.98,0,0,0
4,1511,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1512,0,0,0,0,0,0.05,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0.2,0,0.11,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0.05,0.02,0.08,0,0
3,1513,0,0.08,0,0.44,0.28,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0
41,1514,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.27,0,0.19,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0.08,0,0,0,0,0,0.05,0,0.32,0,0,0,0,0,0,0,0.01
4,1515,0,0,0,0.34,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0
21,1516,0,0,0,0,0.07,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.11,0.3,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.15,0,0,0,0,0
3,1517,0,0,0,0.31,0.18,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.02,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0
3,1518,0,0,0,0.5,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
