id,class,userId,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
1825,NN,OutlookFromHere,0.29,0,0,0.12,0,0,0,0,0.59,0,cluster4
1826,NN,akaShelbs,0.7,0.14,0,0,0,0,0.01,0.12,0.03,0,cluster3
1827,NN,chinedulopez,0.51,0.33,0,0.03,0,0,0.05,0.03,0.03,0.01,cluster0
1828,NN,angelgrimes36,0.88,0.07,0,0,0,0,0.01,0,0.01,0,cluster3
1829,NN,hermann_taylor,0.97,0.03,0,0,0,0,0,0,0,0,cluster3
1830,NN,sreejitsh,0.21,0.13,0,0,0,0,0.61,0,0.02,0.03,cluster0
1831,NN,Crabb90,0.24,0,0,0,0,0,0.49,0,0.26,0,cluster0
1832,NN,Le_Tebz,0.26,0.46,0,0,0,0,0.07,0.18,0.01,0,cluster0
1833,NN,18_27,0.02,0.67,0.11,0,0,0,0.11,0,0.01,0.07,cluster0
1834,NN,j_aki_8,0.39,0.5,0.06,0,0,0.02,0,0,0,0.03,cluster0
1835,NN,hijirisawayosio,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,cluster2
1836,NN,smearedeyes,0.74,0.15,0.06,0,0,0,0.04,0,0,0,cluster3
1837,NN,Nastsukii,0.65,0.15,0.13,0.01,0,0,0,0,0,0.06,cluster3
1838,NN,sarahllambert,0.92,0.06,0.02,0,0,0,0,0,0,0,cluster3
1839,NN,AuraPOPofficial,0.26,0.13,0.12,0,0,0.06,0.11,0,0.21,0.11,cluster4
1840,NN,Aleksandar_zevs,0,0,0.09,0.44,0.4,0.01,0,0.06,0,0,cluster1
1841,NN,TheRealLumpen,0.4,0.16,0.05,0.02,0,0,0.16,0.1,0.1,0,cluster0
1842,NN,IngridJCantu,0.85,0,0,0,0,0,0,0.15,0,0,cluster3
1843,NN,Carlos04185143,0.1,0.37,0.04,0.01,0,0.03,0.31,0.01,0.1,0.03,cluster0
1844,NN,tatunori513,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,cluster4
1845,NN,SheA1NTKi,0.64,0.02,0,0,0,0,0,0.33,0,0,cluster3
1846,NN,KatchHQ,0.19,0.33,0.1,0.04,0,0,0.25,0,0.06,0.02,cluster0
1847,NN,MahoneMaBoy,0.59,0.2,0.01,0,0,0,0,0,0,0.2,cluster3
1848,NN,therealZackKatz,0.02,0.65,0,0,0,0,0.17,0.16,0,0,cluster0
1849,NN,kinglamboheat21,0.79,0.02,0,0,0,0,0,0.18,0,0,cluster3
1850,NN,_Faraz,0.2,0.11,0.02,0,0,0,0.51,0,0.15,0,cluster0
1851,NN,JawedTweets,0.1,0.03,0,0,0,0,0.86,0,0,0,cluster0
1852,NN,Nat_xoo,0.77,0,0,0.08,0,0,0,0.15,0,0,cluster3
1853,NN,JG90210,1,0,0,0,0,0,0,0,0,0,cluster3
1854,N,ColeBlooded16,0.27,0.36,0,0,0,0,0,0.36,0,0,cluster0
1855,NN,tabatkins,0.45,0.08,0,0,0,0,0.3,0,0.16,0,cluster0
1856,NN,lydiaflorence_,0.91,0.06,0.01,0,0,0,0,0.01,0,0,cluster3
1857,N,therealcandy88,0.4,0.02,0,0,0,0,0,0.57,0,0,cluster2
1858,N,Jus_Stu,0.17,0.31,0.01,0.04,0,0,0,0.44,0,0.02,cluster2
1859,NN,DaaYusof,0.59,0,0,0.41,0,0,0,0,0,0,cluster4
1860,NN,luurivero87,0.01,0,0,0,0.98,0,0,0,0,0,cluster1
1861,NN,choploueh,0.55,0,0.29,0,0,0,0,0.14,0,0.01,cluster4
1862,NN,nate_gonzales,0.9,0.02,0,0,0,0,0,0.08,0,0,cluster3
1863,NN,wrestlingnomad,0.07,0.84,0,0,0,0,0.04,0.01,0.04,0,cluster0
1864,NN,onj_forshort,0.69,0.05,0,0,0,0,0.04,0.21,0.01,0,cluster3
1865,NN,falnelind,0.56,0,0,0.14,0.04,0,0,0.22,0,0.04,cluster2
1866,NN,vandalism_fd,0,0,0,0,0,0,0.94,0,0,0,cluster0
1867,NN,MSheikh313,0.76,0.08,0,0.02,0,0,0.07,0.07,0,0,cluster3
1868,NN,fuzamanraja,0.14,0.02,0.01,0.04,0,0,0.67,0,0.07,0.04,cluster0
1869,NN,RenzelMcSilver,0,0.04,0,0,0,0,0,0,0,0.95,cluster4
1870,NN,_delhiteLdy,0.47,0,0,0.28,0,0,0,0.04,0.13,0.08,cluster4
1871,NN,isa_abadia,0,0,0.02,0,0.87,0,0.09,0,0.02,0,cluster1
1872,NN,ritscrazker,0.65,0.01,0,0,0,0,0.25,0.02,0.06,0,cluster0
1873,NN,SNZ_STRTSIBLING,0.17,0.14,0.03,0.02,0,0.04,0,0.33,0.26,0,cluster0
1874,NN,_leannn2,0.58,0.04,0,0.06,0,0,0,0.32,0,0,cluster3
1875,NN,harshrajrox01,0.41,0,0.31,0,0,0,0.13,0.15,0,0,cluster4
1876,NN,KaranJa23931874,0.02,0.76,0,0,0,0,0.11,0,0.02,0.09,cluster0
1877,NN,Martoz96,0.82,0.02,0,0,0,0,0.07,0.07,0.01,0,cluster3
1878,NN,abraughler,0.8,0.08,0,0,0,0,0.07,0,0.04,0,cluster3
1879,NN,Futch_It37,0.85,0.02,0,0,0,0,0,0.12,0,0,cluster3
1880,NN,FlorBelieber99,0.08,0,0.02,0,0.86,0,0,0,0,0.04,cluster1
1881,NN,DrStrangeLove22,0.54,0.07,0,0,0,0,0.21,0,0.17,0,cluster0
1882,NN,OpulentCouture,0.43,0.28,0.04,0,0,0.03,0.17,0,0.02,0.02,cluster0
1883,NN,luisb21_,0.83,0.12,0,0,0,0,0,0.04,0,0,cluster3
1884,NN,3ine_s,0.97,0,0,0.02,0,0,0,0,0,0,cluster3
1885,NN,_Natykirsch,0,0,0,0,1,0,0,0,0,0,cluster1
1886,NN,jessicachido,0.68,0.07,0,0.02,0,0.02,0,0.02,0,0.19,cluster4
1887,NN,Jariff_,0.71,0.15,0.01,0,0,0,0.1,0,0.02,0,cluster3
1888,NN,Maddy_Stricks,0.87,0.06,0,0,0,0,0,0.06,0,0,cluster3
1889,NN,DNakkoud,0.94,0,0,0,0,0,0,0.06,0,0,cluster3
1890,NN,sammyflesher,0.47,0.41,0,0,0,0,0.03,0.08,0,0,cluster0
1891,NN,LaCretiaWomack,0,0.96,0,0,0,0,0,0.04,0,0,cluster0
1892,NN,Megadethchic,0.5,0.34,0,0,0,0.02,0.08,0.03,0.02,0,cluster0
1893,N,WWERickGrimes,0.46,0.13,0,0,0,0.02,0.01,0.36,0,0,cluster2
1894,NN,kopiarap,0,0.26,0,0.71,0,0,0.03,0,0,0,cluster4
1895,NN,Stockfiendz,0,0,0,0,0.02,0,0,0,0,0.98,cluster4
1896,NN,ScottHaynesRE,0.23,0.46,0.02,0,0,0,0.24,0,0.03,0.01,cluster0
1897,NN,TarnationTim,0.14,0.76,0,0,0,0.01,0.03,0.04,0.02,0,cluster0
1898,NN,Radio_V_L,0,0.05,0.82,0,0,0,0.13,0,0,0,cluster4
1899,NN,rebeccawoford,0.81,0,0,0,0,0,0,0.19,0,0,cluster3
1900,NN,SamsungSupport,0.02,0.55,0,0.04,0.07,0,0.3,0,0,0.02,cluster4
1901,N,Cecilia_VS_444,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
1902,NN,mmargot94,0,0,0,0,1,0,0,0,0,0,cluster1
1903,NN,yanovi_,0.68,0.13,0.02,0.01,0,0.01,0.08,0.02,0.02,0.03,cluster0
1904,NN,sliceofcait,0.54,0.27,0.11,0,0,0.02,0.01,0.01,0.01,0.02,cluster0
1905,NN,nrppp__,0.93,0.02,0,0,0,0.01,0,0,0,0.05,cluster0
