id,class,userId,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
611,NN,Guy_B13,0.35,0.17,0.02,0,0,0,0.08,0.32,0.04,0,cluster0
612,NN,SubThoughtz,0.05,0.63,0,0,0,0,0,0.28,0.02,0,cluster0
613,NN,salma_carrillo,0.86,0.03,0,0,0,0,0,0.08,0,0.03,cluster3
614,NN,_iCelosa,0,0,0,0,0.99,0,0,0,0,0,cluster1
615,NN,Ptn_Papooh,0.04,0,0.03,0.92,0,0,0,0,0,0,cluster4
616,NN,Wave88,0.82,0,0,0.01,0,0.02,0.07,0.07,0,0,cluster0
617,NN,Haitian_Hero,0.82,0,0,0,0,0,0,0.17,0,0,cluster3
618,NN,agilista_me,0.2,0.31,0,0.09,0,0,0.24,0,0.15,0,cluster0
619,NN,AOL28,0.23,0.03,0,0,0.01,0,0.02,0,0,0.7,cluster4
620,NN,Drunkbrunettes,0.95,0,0,0,0,0,0,0.05,0,0,cluster3
621,NN,jamie_pryce,0.67,0.31,0,0,0,0,0,0,0,0,cluster3
622,N,Is_That_Gage,0.24,0.03,0,0.06,0,0,0,0.66,0,0,cluster2
623,NN,elibluejay,0.62,0.16,0,0,0,0,0,0.21,0,0,cluster3
624,NN,ashhleyserrano,0.98,0,0.02,0,0,0,0,0,0,0,cluster3
625,NN,Gianna_Yates,0.91,0.03,0,0,0,0,0.03,0.02,0,0,cluster3
626,N,_LuVa,0.07,0.12,0,0,0,0,0,0.81,0,0,cluster2
627,NN,highimlalonnie,0.73,0,0,0,0,0,0,0.27,0,0,cluster3
628,N,Brooklynn_BK,0.48,0,0,0,0,0,0,0.52,0,0,cluster3
629,N,_BitchYouSEEMe,0.15,0.02,0,0.14,0,0.01,0,0.68,0,0,cluster2
630,NN,vidya_balan,0.23,0.27,0,0.05,0,0,0.14,0,0.19,0.1,cluster0
631,NN,luis_mbo,0,0,0,0,0.98,0,0,0,0,0.02,cluster1
632,NN,Rugbykoutaro_11,0,0.91,0,0,0,0,0,0,0,0.08,cluster0
633,NN,_kissmarissa,0.76,0,0,0,0,0,0.03,0.21,0,0,cluster3
634,N,JungnanKang,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
635,NN,1140miles,0.98,0,0,0,0,0,0,0.02,0,0,cluster3
636,NN,Fuugis,0.63,0.07,0.03,0.03,0,0,0.08,0,0.11,0.04,cluster0
637,NN,GaleTammy,0.2,0.07,0.43,0.08,0,0.03,0.05,0.06,0.08,0,cluster4
638,NN,MUFCfanclub,0,1,0,0,0,0,0,0,0,0,cluster0
639,NN,espinaMj,0.03,0,0,0,0,0.02,0,0,0,0.94,cluster4
640,NN,Zahrah_Patel,0,0.98,0.01,0,0,0,0,0,0,0,cluster0
641,NN,DilenDeGuia,0.34,0.04,0,0,0,0,0,0.01,0,0.6,cluster4
642,NN,TuesdayBleu,0.62,0.06,0,0,0,0,0.01,0.29,0.01,0,cluster3
643,NN,syriasIy,0.49,0,0,0,0,0,0.42,0.04,0.03,0,cluster0
644,NN,NOH8ER,0.19,0.02,0,0,0,0,0.71,0.02,0.05,0,cluster0
645,NN,cramerreece,0,0,0,0,0,0,0,0,1,0,cluster4
646,NN,char_edney,0.94,0,0,0,0,0,0,0.06,0,0,cluster3
647,NN,MutaHaroon,0.42,0.5,0,0.01,0,0,0.06,0,0,0,cluster0
648,NN,jenalove29,0,0,0.99,0,0,0,0,0,0,0,cluster4
649,NN,Christiana1114,0.91,0.02,0,0,0,0,0.03,0.01,0,0,cluster3
650,NN,jasenty_x,0.87,0.07,0,0,0,0,0.04,0,0.02,0,cluster3
651,NN,TrendyHuman,0.14,0.23,0,0,0,0,0,0,0,0.63,cluster4
652,NN,Jarshan990,0.18,0,0.48,0,0,0,0.27,0,0,0,cluster4
653,NN,lixjacky,0.74,0.1,0,0,0,0,0.02,0.14,0,0,cluster3
654,NN,watany1974,0.51,0.23,0,0,0,0,0.26,0,0,0,cluster0
655,NN,axia_yoon,0.28,0.16,0.18,0,0,0,0,0.01,0,0.35,cluster4
656,NN,aussiesharapova,0.2,0.79,0,0,0,0,0,0,0,0,cluster0
657,NN,mrdodd16,0.32,0.58,0,0,0,0,0,0.07,0.03,0,cluster0
658,NN,bthurm85,0.63,0.22,0,0,0,0,0,0.14,0,0,cluster3
659,NN,RuebenDydell,0.63,0.11,0,0,0,0,0.12,0,0.12,0,cluster0
660,NN,05405lktb,0,0,0,0,1,0,0,0,0,0,cluster1
661,NN,descubes,0.14,0.04,0.13,0,0,0,0.45,0,0.19,0.03,cluster4
662,NN,watsupafrica,0,0.02,0,0,0,0,0.87,0,0.11,0,cluster0
663,NN,JoeZeejose,0.8,0.03,0,0,0,0,0.03,0.12,0.01,0,cluster3
664,NN,Texas_Stew,0.44,0.34,0,0,0,0.01,0.11,0.07,0.03,0,cluster0
665,N,xDevin30,0.12,0.16,0,0,0,0,0,0.72,0,0,cluster2
666,NN,KatieLovesBands,0.75,0.1,0.05,0,0,0.03,0.04,0,0,0.02,cluster0
667,NN,M7md3thman,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,cluster2
668,NN,evandwizra,0.14,0.36,0.02,0.22,0,0,0.18,0.06,0,0,cluster4
669,NN,Jeff_Co_PRIDE,0.33,0.08,0,0,0,0,0.32,0,0.26,0,cluster0
670,NN,emilykallas17,0.52,0.1,0.01,0,0,0,0.05,0.31,0,0,cluster3
671,NN,jennammm,0.22,0.12,0.01,0,0,0,0.48,0,0.17,0,cluster0
672,NN,asssssston,0.75,0.08,0,0,0,0,0.02,0.14,0,0,cluster3
673,NN,_dani_ross,0.72,0.17,0.02,0,0,0,0,0.09,0,0,cluster3
674,NN,valenriqueez,0.75,0,0,0,0,0,0,0.25,0,0,cluster3
675,NN,Ducks_P,0.51,0.12,0.22,0,0,0,0.03,0.1,0,0.01,cluster3
676,NN,Sean_Auditore,0.62,0.12,0,0.01,0,0.02,0.05,0.09,0.02,0.06,cluster0
677,N,AyeeeBri,0.53,0.01,0,0,0,0,0,0.45,0,0,cluster3
678,NN,samxo__,0.85,0.03,0.03,0,0,0,0.02,0.07,0,0,cluster3
679,N,lexivalvo,0.52,0,0,0,0,0,0,0.48,0,0,cluster3
680,NN,Roma__Capoccia,0.14,0.42,0.07,0,0,0,0.24,0,0.1,0.02,cluster0
681,NN,yayiez,0.67,0,0.28,0,0,0,0,0.04,0,0,cluster4
682,N,ShotByReggie,0.08,0.24,0.11,0.03,0,0.04,0.03,0.46,0,0,cluster2
683,NN,1hashasi,0.02,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,cluster4
684,NN,nahomy1808,0.9,0,0,0,0.08,0,0,0,0,0,cluster2
685,N,Super_flysam,0.06,0.04,0,0,0,0,0,0.9,0,0,cluster2
686,NN,zhnll98,0.71,0.02,0.06,0,0,0,0,0.03,0,0.17,cluster3
687,NN,austintucker47,0.65,0.17,0,0,0,0,0,0.18,0,0,cluster3
688,NN,jesyadoin,0.12,0.09,0.48,0,0.2,0,0,0.01,0,0.1,cluster4
689,NN,Nu_Dicklicious,0,0,0,0.97,0,0,0,0,0,0.03,cluster4
690,NN,ArgentGuy,0.65,0.13,0,0,0,0,0.09,0.01,0.11,0.01,cluster0
691,NN,gracegrace090,0.77,0.22,0,0,0,0,0,0,0,0,cluster3
692,NN,UPSLongitudes,0.08,0.02,0,0,0,0,0.07,0,0.83,0,cluster4
693,NN,varcel1d,0.5,0.22,0.22,0,0,0,0,0,0,0.06,cluster3
694,NN,tumamilensi,0.64,0,0,0,0,0,0.05,0.3,0,0,cluster3
695,NN,McLean_Scott86,0.25,0.4,0,0,0,0.02,0.08,0,0.24,0,cluster0
696,NN,djsdrive,0,0,0,0.05,0,0,0.22,0,0.73,0,cluster4
697,NN,yakelinee_xo,0.84,0,0,0,0,0,0,0.14,0.01,0,cluster3
698,NN,NormaBurton18,0.03,0,0,0,0,0.01,0.94,0,0,0,cluster0
699,NN,AlexandraaCasoo,0.87,0.07,0.01,0,0,0,0,0.05,0,0,cluster3
700,NN,themust007,0,0,0,0,0,0,1,0,0,0,cluster0
701,NN,Martoh_1,0.25,0.28,0.01,0.12,0,0,0.14,0.11,0.07,0.03,cluster4
702,NN,mengjiabae,0.57,0,0,0.25,0,0,0,0.02,0,0.16,cluster4
703,NN,GeageaMaria,0.94,0,0.03,0,0,0,0,0,0,0,cluster3
704,NN,EnriquePoehlman,0.14,0.16,0.02,0.03,0.5,0,0.04,0.06,0.01,0.04,cluster1
705,NN,wanderlust1101,0.14,0.23,0,0,0,0,0,0,0,0.63,cluster4
706,NN,lomuellzzz3,0.94,0.06,0,0,0,0,0,0,0,0,cluster3
707,NN,azimrajak,0,0.66,0,0.28,0,0,0.06,0,0,0,cluster4
708,NN,alex35foot,0,0.1,0.89,0,0,0,0,0,0,0,cluster4
709,NN,LukewarmCth,0.72,0.03,0.1,0,0,0,0,0.07,0,0.07,cluster3
710,NN,moblackrecords,0,0.9,0.05,0.03,0,0,0,0,0,0.02,cluster0
711,NN,petermcgladdery,0.32,0.3,0.01,0,0,0,0.26,0,0.11,0,cluster0
712,NN,Druckinator,0.08,0.04,0,0,0,0,0.78,0.01,0.08,0,cluster0
713,NN,itswhittt,0.91,0.06,0,0,0,0,0.01,0,0,0,cluster3
714,N,anoodii_72,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
715,NN,_ziggystar,0.7,0.03,0.23,0,0,0,0.02,0,0.02,0,cluster3
716,NN,bo3li_alsalmi,0.39,0.43,0,0.09,0,0,0.06,0,0.02,0,cluster0
717,N,bronXraised,0.45,0,0,0,0,0,0,0.55,0,0,cluster2
718,NN,specialjayuk,0.2,0.5,0,0.02,0,0,0.15,0,0.12,0.02,cluster0
719,NN,karlaisakoolkat,0.94,0.03,0,0,0,0,0,0.02,0,0,cluster3
720,NN,drina_was_here,0.57,0.14,0,0,0,0.21,0.07,0,0.02,0,cluster4
721,N,lombehpaye,0.49,0,0,0,0,0,0.05,0.45,0.01,0,cluster3
722,NN,brownieji,0,0.35,0.07,0,0,0,0.56,0,0,0,cluster0
723,NN,Van_diesel45,0.49,0.12,0,0,0,0,0.1,0.25,0.03,0,cluster0
724,N,MarlenVina,0,0,0,0,0,0,0,1,0,0,cluster2
725,NN,breezyclarkie,0.65,0.03,0,0,0,0,0.01,0.3,0,0,cluster3
726,NN,AppealingManic,0.98,0,0,0,0,0.02,0,0,0,0,cluster0
727,NN,MyLifeIsSMG,0.18,0,0,0.46,0.24,0.03,0,0,0,0.09,cluster4
728,NN,AndrewBunbury,0.38,0,0,0,0,0,0.41,0,0.19,0,cluster0
729,NN,LeonyEmaHulerr,0,0,0,1,0,0,0,0,0,0,cluster4
730,NN,AboutIt_Tay,0,0,0,0.79,0,0,0,0.2,0,0,cluster4
731,NN,balbiie,0,0,0,0.92,0,0,0,0,0,0.07,cluster4
732,NN,JesseSmith_33,0.43,0.44,0,0,0,0,0.01,0.1,0.01,0,cluster0
733,NN,aabnation,0,0.74,0,0,0,0,0.07,0.17,0.01,0,cluster0
734,NN,CorArdens,0.25,0.31,0.03,0,0,0,0.19,0,0.23,0,cluster0
735,N,mexico_jojo,0.26,0,0,0,0,0,0.07,0.64,0.02,0,cluster2
736,NN,mapichaaaan,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,cluster4
737,NN,rbh502,0.8,0.03,0.03,0,0,0,0.03,0.1,0,0.01,cluster3
738,NN,carlenefraser,0.8,0.13,0,0,0,0,0,0.02,0,0.03,cluster3
739,N,ema_1a,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
740,NN,xOBLiViiOUS,0.12,0.18,0,0.03,0,0.59,0.03,0.04,0,0,cluster4
741,NN,V4Victo,0.14,0.47,0,0.01,0,0,0.14,0.16,0.06,0,cluster0
742,NN,jelitaesther,0.03,0,0.01,0.95,0,0,0,0,0,0,cluster4
743,NN,j_wils96,0.48,0.52,0,0,0,0,0,0,0,0,cluster0
744,NN,hazal_89,0.53,0.4,0.01,0,0,0,0.03,0,0.01,0.02,cluster0
745,NN,auliasantosa29,0.32,0,0.04,0.64,0,0,0,0,0,0,cluster4
746,NN,dhegan17,0.38,0.31,0.01,0,0,0,0.2,0.01,0.08,0,cluster0
747,NN,CliftonCafe,0.04,0.83,0.07,0,0,0.02,0,0,0.02,0.02,cluster0
748,NN,ayeecarlito,0.75,0.08,0,0,0,0,0,0.16,0,0,cluster3
749,NN,ShanenRein,0.75,0,0,0,0,0,0,0,0,0.25,cluster3
750,NN,bakerbungle,0.05,0.84,0,0,0.01,0.04,0,0,0.05,0.02,cluster4
751,NN,JkJkbabu6707,0.18,0.09,0,0.12,0,0,0.46,0,0.09,0.05,cluster4
752,N,anyaxamor,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
753,N,Sir_pudge,0.21,0.18,0,0,0,0,0,0.61,0,0,cluster2
754,NN,ZynbAl3rees,0.99,0,0,0,0,0,0,0,0,0,cluster3
755,NN,Ahmedl208,0,0,1,0,0,0,0,0,0,0,cluster4
756,N,DailyDoseOfDee,0.29,0,0,0,0,0,0,0.7,0,0,cluster2
757,NN,AimaraGalarza,0,0,0,0,1,0,0,0,0,0,cluster1
758,NN,jainmonjain2009,0.03,0.19,0.06,0,0,0.05,0.04,0,0,0.63,cluster4
759,NN,Garren_Wade,0.87,0.04,0,0,0,0,0.01,0.04,0.01,0,cluster3
760,NN,Iceberg942,0,0,0.99,0,0,0,0.01,0,0,0,cluster4
761,NN,MaiteGordillo12,0.03,0,0.02,0.01,0.92,0,0,0,0,0,cluster1
762,NN,MissJess_x,0.76,0.1,0.02,0,0,0,0.06,0.05,0,0,cluster3
763,NN,StileyTweets,0.34,0.65,0,0,0,0,0,0,0,0,cluster0
764,NN,fnspoon,0.1,0.82,0,0,0,0,0.01,0.06,0,0,cluster0
765,NN,wovutyrukutu,0,0,0,0,0,0,0,0,1,0,cluster4
766,NN,BEbee533,0.98,0,0,0,0,0,0,0,0,0,cluster3
767,NN,JessyArchie,0.8,0.15,0.02,0,0,0,0,0,0,0.02,cluster3
768,NN,HinaFood,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01,cluster2
769,NN,keelydawn_,0.83,0.14,0,0,0,0,0.03,0,0,0,cluster3
770,NN,ReeEcclestone,1,0,0,0,0,0,0,0,0,0,cluster3
771,NN,NatElaine101,0.64,0,0,0,0,0,0.02,0.32,0,0,cluster3
772,NN,kirstopher,0.49,0.48,0.01,0,0,0,0,0,0,0,cluster0
773,NN,mahendrakdatu,0.22,0.08,0.01,0.1,0,0,0.22,0,0.36,0,cluster4
774,NN,Jamaican_1luv,0.37,0.28,0.29,0,0,0,0,0.03,0,0.03,cluster4
775,NN,Iam_antiSocial,0.55,0.02,0,0,0,0,0.18,0.24,0,0,cluster0
776,N,NakelleLoveshim,0.62,0.02,0,0,0,0,0,0.36,0,0,cluster3
777,NN,RaelDanny,0.02,0.06,0.02,0,0,0,0.8,0,0.1,0,cluster0
778,NN,ashleigh_b2016,0.95,0.04,0,0,0,0,0,0,0,0,cluster3
779,NN,FaithVelasc,0.11,0.02,0.02,0,0.02,0,0,0,0,0.84,cluster4
780,NN,jordanbroown,0.93,0,0,0,0,0,0,0.05,0,0,cluster3
781,NN,dygmln,0,0,0.95,0,0.05,0,0,0,0,0,cluster4
782,NN,NokeAnn,0.03,0,0,0,0,0.01,0.93,0,0.01,0,cluster0
783,NN,Madison_Moore16,0.98,0,0,0,0,0,0,0.02,0,0,cluster3
784,NN,BeckstromStacey,0.77,0.11,0.1,0,0,0,0,0,0,0,cluster3
785,NN,Jourdanshayy,0.98,0,0,0,0,0,0,0.01,0,0,cluster3
786,NN,vowodexudigu,0,0,0,0,0,0,0,0,1,0,cluster4
787,NN,DelishFish,0,0,0,0.98,0,0.02,0,0,0,0,cluster4
788,NN,bangtanhomies,0.43,0,0.18,0.2,0,0,0,0.02,0,0.14,cluster4
789,N,YourToyChest,0.07,0,0.02,0,0,0,0.21,0.4,0,0.3,cluster3
790,NN,yourfrehwre,0.81,0.02,0.01,0,0,0,0.03,0.11,0.01,0,cluster3
791,NN,eunjiluveunji,0.07,0.16,0.16,0.03,0.01,0.02,0.03,0.02,0,0.49,cluster4
792,NN,8C,0.58,0.04,0,0,0,0,0.16,0.05,0.15,0,cluster0
793,NN,JacamusTaddamus,0.52,0.47,0,0,0,0,0.01,0,0,0,cluster0
794,NN,midnightcrawls,0.83,0.06,0,0,0,0.01,0.05,0.04,0,0,cluster0
795,N,_Justiiice,0.09,0.03,0,0,0,0,0.03,0.83,0.02,0,cluster2
796,NN,ice_cold_sky_,0.46,0,0,0,0,0.21,0,0,0,0.3,cluster4
797,NN,Leo_Bancroft,0.33,0.38,0.05,0,0,0.03,0.08,0,0.03,0.11,cluster0
798,NN,Scrupulous7,0.68,0.03,0,0.04,0,0,0.13,0.02,0.01,0.09,cluster3
799,N,DenaeMiloo,0.54,0,0,0,0,0,0,0.44,0,0,cluster3
800,NN,KatiWadeyy,0.92,0.01,0,0,0,0,0,0.06,0,0,cluster3
801,NN,fournippalos,0.91,0.03,0,0,0,0,0.03,0,0.02,0,cluster3
802,NN,tyrRANAsaurous,0.7,0,0,0,0,0,0.21,0.02,0.06,0,cluster0
803,NN,04864lktb,0,0,0,0,1,0,0,0,0,0,cluster1
804,N,Lilllllaaaaay,0.6,0,0,0,0,0,0,0.4,0,0,cluster3
805,NN,abelsniaz,0.53,0,0.16,0.02,0,0,0.01,0.27,0,0,cluster3
806,NN,MorganAshline,0.83,0.17,0,0,0,0,0,0,0,0,cluster3
807,N,MandyHudack,0,0,0,0,0,0,0,1,0,0,cluster2
808,NN,thegerb7,0.79,0.08,0,0,0,0,0,0.11,0,0.02,cluster3
809,NN,justintimeOO,0,0.3,0.08,0,0,0.01,0.4,0,0.2,0,cluster0
810,NN,heyitsmeMARKKK,0.29,0.05,0.22,0.12,0,0,0,0,0,0.31,cluster4
811,N,niyahdwyer,0.52,0.03,0,0,0,0,0.02,0.42,0,0,cluster3
812,NN,SarahRaymane,0,0,0.76,0.15,0,0,0,0.08,0,0,cluster4
813,NN,courrtsmithh,0.91,0,0,0,0,0,0,0.08,0,0,cluster3
814,NN,moraneon,0.79,0.02,0.03,0,0,0,0,0.1,0,0.04,cluster3
815,NN,Grace2Build,0,0.87,0.09,0,0,0,0,0.03,0,0,cluster0
816,NN,BobLivingston,0,0.71,0.07,0.17,0,0,0.03,0,0.01,0,cluster4
817,NN,BrownskinTee_1,0.69,0.11,0.05,0,0,0,0,0.14,0,0,cluster3
818,NN,AliGaberAli,0,0.28,0,0,0,0,0.51,0.16,0,0,cluster0
819,NN,Tom_A_Murphy,0.15,0.84,0,0,0,0,0,0,0,0,cluster0
820,N,rissa__09,0.56,0,0,0,0,0,0,0.43,0,0,cluster3
821,NN,RTfeet,0.66,0.1,0,0,0,0.04,0.07,0.08,0,0.04,cluster2
822,NN,Marisa8993Mary,0,0,0,0,1,0,0,0,0,0,cluster1
823,NN,Piyayaaaa,0.47,0,0,0.2,0,0,0,0.02,0,0.3,cluster4
824,NN,RomCielo,0.78,0.01,0,0,0.16,0,0,0.05,0,0,cluster1
825,NN,KateJ_10,0.17,0.57,0.03,0,0,0,0.07,0,0,0.14,cluster0
826,NN,steffanylopess1,0,0,0.03,0,0.82,0.01,0,0.14,0,0,cluster1
827,NN,kanabaa,0,0.13,0.05,0,0.71,0.02,0,0,0,0.1,cluster1
828,NN,Ayeneellasoxx,0.47,0,0,0,0,0,0,0,0,0.52,cluster4
829,N,ojfabolouslife,0.23,0.03,0,0,0,0,0,0.73,0,0,cluster2
830,NN,milksebaek,0.46,0.06,0.12,0,0,0,0.03,0.05,0,0.26,cluster3
831,NN,chifumnanyao,0.66,0.11,0.01,0,0,0,0.09,0.07,0.03,0.01,cluster3
832,NN,SiouxieAbell,1,0,0,0,0,0,0,0,0,0,cluster3
833,NN,26521stwb,0,0,0,0,1,0,0,0,0,0,cluster1
834,NN,honeylito17,0.16,0,0,0,0,0,0,0,0,0.84,cluster4
835,NN,herndonrachael,0.08,0.51,0,0,0,0,0.34,0,0.06,0,cluster0
836,N,iGetCurved,0.27,0.14,0,0,0,0,0,0.58,0,0,cluster2
837,NN,Rebecca_Skye,0.77,0.2,0,0,0,0,0.01,0,0,0,cluster3
838,NN,OlgaGoo,0.42,0.09,0,0.02,0,0,0.03,0,0.01,0.43,cluster4
839,NN,_zxchi,0.7,0,0.02,0.23,0,0,0.03,0,0,0,cluster3
840,NN,Valayism,0.46,0.12,0.02,0.02,0,0,0.33,0.02,0,0.03,cluster0
841,NN,RageofFury,0.53,0.16,0,0,0,0,0.14,0.08,0.01,0.06,cluster0
842,NN,nahbutsrsly,0.33,0.57,0,0,0,0,0.05,0,0.04,0,cluster0
843,NN,jill_jull,0.32,0.51,0.03,0,0,0,0.11,0,0.04,0,cluster0
844,NN,GabiBonorino,0,0,0,0.23,0.77,0,0,0,0,0,cluster1
845,NN,fedesammartin,0,0,0,0,1,0,0,0,0,0,cluster1
846,NN,colbythecreator,0.68,0,0,0,0,0,0,0.31,0,0,cluster3
847,NN,YaGirlLoveMeBro,0,0,0,1,0,0,0,0,0,0,cluster4
848,NN,OllieAttoe,0.3,0.69,0,0,0,0,0,0.01,0,0,cluster0
849,NN,AshleyChrysler,0.95,0.02,0,0,0,0,0,0.03,0,0,cluster3
850,NN,DThcknSexc1,0.66,0.02,0,0,0,0,0.06,0.23,0.03,0,cluster3
851,NN,prtmADIn,0,0.07,0.02,0.72,0,0,0.14,0,0,0.05,cluster4
852,N,sena_kishito,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,cluster2
853,NN,tropicaltides,0.73,0.06,0.09,0,0,0,0.02,0.07,0,0.03,cluster3
854,NN,Jlinewautier,0,0,1,0,0,0,0,0,0,0,cluster4
855,NN,stoshie27,0.61,0.31,0,0,0,0,0,0.09,0,0,cluster3
856,NN,tinywiny101,0.67,0.02,0,0,0,0,0.02,0.28,0,0,cluster3
857,NN,sismishtraining,1,0,0,0,0,0,0,0,0,0,cluster3
858,NN,anakkosttt,0,0,0,0.99,0,0,0,0,0,0,cluster4
859,NN,kazmiraemery,0.91,0,0,0,0,0,0,0.09,0,0,cluster3
860,NN,QuentinBavridge,1,0,0,0,0,0,0,0,0,0,cluster3
861,NN,pheRawrrr,0.5,0,0.04,0.33,0,0.04,0,0,0,0.09,cluster4
862,NN,glassbeadian,0.04,0.02,0.01,0,0,0,0.91,0.01,0,0,cluster0
863,N,BruhLookAtThis,0.28,0.06,0,0,0,0,0.08,0.57,0,0,cluster2
864,NN,uttunfan_,0.32,0.2,0.01,0.03,0,0,0.17,0,0.11,0.15,cluster4
865,NN,nienlam,0.4,0.33,0,0,0,0.01,0.17,0,0.07,0,cluster0
866,NN,KatieWaxer,0.95,0.05,0,0,0,0,0,0,0,0,cluster3
867,NN,mat7t7,0.26,0.6,0,0,0,0.01,0.05,0,0.06,0.02,cluster0
868,NN,clioweb,0.33,0.27,0,0,0,0,0.17,0,0.22,0,cluster0
869,NN,lsl_xo,0.84,0,0,0,0,0,0,0.16,0,0,cluster3
870,N,SoundCityMiz,0.02,0.34,0.03,0.02,0,0.02,0.08,0.46,0.03,0,cluster2
871,NN,MadisonW44,0.91,0.09,0,0,0,0,0,0,0,0,cluster3
872,NN,ribkashi,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.2,0.2,cluster4
873,NN,wendypauyon,0.79,0,0.01,0,0,0,0,0.01,0,0.16,cluster3
874,NN,mikemeginnis,0.65,0.12,0,0,0,0,0.05,0,0.17,0,cluster0
875,NN,aarold01,0,0.94,0,0,0,0,0,0.06,0,0,cluster0
876,NN,kaybabbyyy,0.7,0.26,0,0,0,0,0,0.03,0,0,cluster3
877,NN,kvnyeshrug,0.61,0.04,0,0,0,0,0.04,0.27,0.02,0,cluster3
878,NN,SimonRiley1,0.49,0.32,0.01,0,0,0,0.06,0.1,0.02,0,cluster0
879,N,iHateDineshaa,0.55,0,0,0,0,0,0,0.45,0,0,cluster3
880,NN,NatashaNetzley,0.97,0,0,0,0,0,0,0.03,0,0,cluster3
881,NN,SharonGPlunkett,0.1,0.21,0,0,0,0,0.37,0,0.31,0,cluster0
882,NN,TashpointO0,0.93,0,0,0,0,0,0,0.04,0,0,cluster3
883,N,GERARDDDDoo,0.43,0.11,0,0,0,0,0.03,0.41,0,0,cluster3
884,NN,ShayeWilkowske_,0.98,0.01,0,0,0,0,0,0,0,0,cluster3
885,N,xCodeineKillerx,0.46,0.04,0,0,0,0,0.1,0.35,0.03,0,cluster0
886,NN,oktarinrin,0.56,0,0.02,0.36,0,0,0,0,0.01,0.04,cluster4
887,N,REEEEmiix_Baby,0.04,0,0,0.24,0,0.04,0,0.68,0,0,cluster2
888,N,llllivv,0.31,0.14,0,0,0,0,0,0.54,0,0.01,cluster2
889,NN,Alrushaidat,0.03,0.16,0.06,0,0,0,0.37,0.08,0.31,0,cluster0
890,NN,bbcof83,0.2,0.7,0,0,0,0,0.08,0,0,0,cluster0
891,NN,50ShadzofGold,0.11,0.69,0,0,0,0,0,0.19,0,0,cluster0
892,NN,Nannaklausen,0.48,0.27,0.07,0.05,0,0,0,0,0,0.11,cluster3
893,N,HardbodyQuan,0.03,0.02,0,0,0,0,0,0.94,0,0,cluster2
894,NN,mariaulloa72,0,0.04,0,0,0.84,0,0.09,0,0.03,0,cluster1
895,NN,IsaiahWallace5,0,0,0,0,0,0,0.99,0,0,0,cluster0
896,NN,SQR_ghamed,0.36,0.01,0.01,0.3,0.01,0.01,0.27,0.01,0.01,0.01,cluster4
897,N,SGDinero97,0.15,0.02,0,0,0,0,0.03,0.77,0,0,cluster2
898,NN,openlegacy,0.03,0.03,0,0,0,0,0.64,0,0.3,0,cluster0
899,NN,Joebar22,0,0,0.88,0,0,0,0.11,0,0,0,cluster4
900,NN,WorldRugby7s,0,1,0,0,0,0,0,0,0,0,cluster0
901,NN,abdogmy1,0,0,0.88,0.12,0,0,0,0,0,0,cluster4
902,NN,caltommyhood,0,0,0,0,0,0,0,0,0,1,cluster4
903,NN,majesticoakley,0.71,0.06,0.11,0,0,0.06,0,0.01,0,0.05,cluster4
904,N,_Fabjr,0.1,0.07,0,0.19,0,0,0,0.6,0,0.03,cluster2
905,N,lazer_laz,0.22,0.17,0,0.01,0,0,0.02,0.56,0.01,0,cluster2
906,NN,TayloRoo,0.65,0.16,0,0,0,0,0.11,0.04,0.02,0,cluster0
907,NN,MissElliePhipps,0.91,0.05,0,0,0,0,0.01,0,0,0,cluster3
908,NN,veroo_nickaa,0.97,0,0,0,0,0,0,0.03,0,0,cluster3
909,NN,KristiLynn,0.39,0.17,0.13,0,0,0.28,0.01,0,0.01,0,cluster4
910,N,_beatrizrivera,0.53,0,0,0,0,0,0,0.47,0,0,cluster3
911,NN,javierbarkley,0,0,0.22,0,0.78,0,0,0,0,0,cluster1
912,N,Goldiexantana,0.01,0.03,0,0,0,0,0,0.95,0,0,cluster2
913,NN,soyoujung,0,0,0,0,0,0,0,0,0,0.93,cluster4
914,NN,ItsJillLokenDoe,0.78,0,0,0.16,0,0,0,0.06,0,0,cluster3
915,N,BIGBaller___,0.4,0,0,0,0,0,0,0.6,0,0,cluster2
916,NN,jennayeshulas,0.98,0,0,0,0,0,0,0.02,0,0,cluster3
917,NN,NoName40672977,0.64,0,0,0,0.11,0,0,0.25,0,0,cluster2
918,NN,veronicareiner,0.94,0.02,0,0,0,0,0,0.02,0.01,0,cluster3
919,NN,Patella_LG,0.72,0.16,0.07,0,0,0,0.04,0,0,0,cluster3
